"","category","timePeriod","duration","definition","caption","madeForKids","views","likes","comments","viewsQuartile3","likesQuartile3","commentsQuartile3","likesQuartile9","commentsQuartile9","publishedAtMonth","publishedAtDay","publishedAtYear","age"
"1","science/tech","after",144,"hd","True","False",11.6977439019628,6.02102334934953,0,"1",1,1,"1","1",9,1,2021,16.7261430626047
"2","science/tech","before",90,"hd","False","False",11.4485682607271,6.34212141872115,2.19722457733622,"1",1,1,"1","1",2,4,2020,18.0355874099691
"3","entertainment","after",734,"hd","False","False",12.0395043519423,8.91274263473703,6.63594655568665,"1",2,2,"3","3",2,25,2022,14.9303829320202
"4","news/politics","during",282,"hd","False","False",11.4690571685136,7.49331724886215,4.78749174278205,"1",1,1,"2","2",7,12,2020,17.8102000751104
"5","comedy","after",279,"hd","False","False",12.5040713183839,8.4675826908629,4.30406509320417,"1",1,1,"3","1",1,10,2022,15.7696739834143
"6","news/politics","after",490,"hd","False","False",12.0782847275327,7.85166117788927,5.23644196282995,"1",1,1,"2","2",12,19,2021,16.0067036490687
"7","education","before",460,"hd","False","False",11.2851210687738,7.85515700588134,4.81218435537242,"1",1,1,"2","2",2,22,2019,18.4007085916876
"8","entertainment","before",707,"hd","False","False",11.8491333809475,8.39298958795693,5.47646355193151,"1",1,1,"3","3",6,28,2019,18.2832308153125
"9","news/politics","after",445,"hd","False","False",11.60943492535,7.91571319938212,5.71373280550937,"1",1,2,"2","3",1,23,2022,15.5944578000178
"10","news/politics","after",605,"hd","False","False",12.4445539695343,8.25764495820823,6.76388490856244,"1",1,2,"3","3",2,24,2022,14.9669515117348
"11","education","before",187,"hd","False","False",9.12019682212322,5.17614973257383,0,"1",1,1,"1","1",2,14,2020,18.022669759704
"12","education","after",865,"hd","False","False",11.3720298802654,7.76811037852599,3.87120101090789,"1",1,1,"2","1",8,9,2021,16.8275677027389
"13","entertainment","during",81,"hd","False","False",12.0044948721305,6.06842558824411,6.85540879860993,"1",1,2,"1","3",6,3,2021,17.0807505208645
"14","news/politics","before",255,"hd","False","False",11.9079226416265,7.13329595489607,4.80402104473326,"1",1,1,"1","2",11,13,2019,18.136063862333
"15","news/politics","during",297,"hd","False","False",11.5397134417266,7.67089483136212,5.38449506278909,"1",1,1,"2","3",4,20,2021,17.2164921496788
"16","entertainment","after",123,"hd","False","False",11.3128756878095,3.36729582998647,0.693147180559945,"1",1,1,"1","1",12,9,2021,16.0975597248643
"17","comedy","during",316,"hd","False","False",11.5835237138158,7.88193748927207,4.86753445045558,"1",1,1,"2","2",12,16,2020,17.5224223723956
"18","entertainment","before",638,"hd","False","False",12.4226225061661,10.1380457086656,6.24222326545517,"1",2,2,"3","3",5,24,2019,18.3169996284235
"19","comedy","during",362,"hd","True","False",12.2896230402241,8.59118687132456,5.4380793089232,"1",2,1,"3","3",5,29,2021,17.0968828328614
"20","entertainment","during",191,"hd","False","False",11.2538956350916,7.21964204013074,5.05624580534831,"1",1,1,"1","2",5,12,2020,17.9035250609015
"21","news/politics","after",286,"hd","False","False",11.1432521209601,7.26892012819372,4.44265125649032,"1",1,1,"1","1",10,31,2021,16.3946079733675
"22","education","before",102,"hd","False","True",11.8955449204735,7.39694860262101,0,"1",1,1,"2","1",7,28,2019,18.2527636943147
"23","news/politics","during",233,"hd","False","False",12.4032417630721,8.51398806046729,5.89164421182577,"1",1,2,"3","3",5,2,2021,17.179686975916
"24","news/politics","after",559,"hd","False","False",12.484454101019,8.26049285657318,6.72503364216684,"1",1,2,"3","3",1,20,2022,15.63701780834
"25","news/politics","during",366,"hd","False","False",11.6373177226332,7.61677580869837,5.03043792139244,"1",1,1,"2","2",11,29,2020,17.5582316342187
"26","entertainment","after",161,"hd","False","False",11.3072411109893,8.10832229017324,6.49978704065585,"1",1,2,"3","3",9,1,2021,16.7245060895403
"27","news/politics","before",244,"hd","False","False",11.3192072118407,6.59714570188665,3.63758615972639,"1",1,1,"1","1",5,19,2019,18.3219285783053
"28","science/tech","after",129,"hd","True","False",11.8452964457846,8.85822643936501,4.66343909411207,"1",2,1,"3","2",1,4,2022,15.840758155067
"29","news/politics","during",218,"hd","False","False",11.5226678534128,7.46164039220858,5.57215403217776,"1",1,1,"2","3",5,23,2021,17.114839024933
"30","entertainment","during",45,"hd","False","False",11.1601429357468,8.3351915834332,5.92425579741453,"1",1,2,"3","3",5,8,2021,17.1615685919822
"31","entertainment","after",632,"hd","False","False",11.9886501974506,7.40549566319947,3.58351893845611,"1",1,1,"2","1",8,24,2021,16.7636089910488
"32","news/politics","after",177,"hd","False","False",12.0417462011081,7.47986413116503,5.82600010738045,"1",1,2,"2","3",9,27,2021,16.5950624186889
"33","news/politics","before",494,"hd","False","False",11.3884161082514,7.83913164827433,5.24702407216049,"1",1,1,"2","2",11,3,2019,18.1472818988153
"34","entertainment","during",30,"hd","False","False",11.1149522226204,8.58185670474196,4.30406509320417,"1",1,1,"3","1",10,31,2020,17.6152708825008
"35","comedy","after",293,"hd","False","False",12.5658602401417,8.4071550862073,5.68697535633982,"1",1,2,"3","3",2,8,2022,15.3247399935006
"36","science/tech","before",127,"hd","False","False",10.8838604514342,5.88887795833288,4.0943445622221,"1",1,1,"1","1",5,17,2019,18.3237224086857
"37","science/tech","after",212,"hd","True","False",11.4504647836276,7.36581283720947,4.0943445622221,"1",1,1,"2","1",1,19,2022,15.6502768332727
"38","education","before",426,"hd","False","False",12.1265747893981,7.80710329012598,4.04305126783455,"1",1,1,"2","1",5,28,2019,18.3136461945483
"39","entertainment","after",133,"hd","False","False",11.4934571817748,5.98393628068719,3.04452243772342,"1",1,1,"1","1",10,3,2021,16.5638294485417
"40","news/politics","during",411,"hd","False","False",12.3702005299655,8.63034328934889,7.05272104923232,"1",2,2,"3","3",10,18,2020,17.6407196578131
"41","education","during",910,"hd","False","False",11.1480743297473,8.37930948405285,6.06378520868761,"1",1,2,"3","3",4,12,2020,17.9454033769654
"42","science/tech","during",172,"hd","False","False",12.5408899420646,9.34373425514671,7.39264752072162,"1",2,2,"3","3",4,7,2021,17.2516529866714
"43","entertainment","before",924,"hd","False","False",10.7486044649558,6.15909538849193,5.37527840768417,"1",1,1,"1","2",8,12,2019,18.2378809288111
"44","education","before",451,"hd","False","False",11.76137802423,8.38434727808281,3.40119738166216,"1",1,1,"3","1",8,12,2019,18.2373819177862
"45","news/politics","during",374,"hd","False","False",12.6186391456279,8.57659353469768,6.4118182677099,"1",1,2,"3","3",6,21,2020,17.8430900866531
"46","entertainment","during",1314,"hd","False","False",11.3412351952449,7.0352685992811,3.3322045101752,"1",1,1,"1","1",8,5,2020,17.7718853209629
"47","education","after",397,"hd","False","True",12.2302870950383,7.11314210870709,0,"1",1,1,"1","1",2,21,2022,15.0458210600101
"48","news/politics","after",447,"hd","False","False",11.2140071685924,7.54644627374602,5.06259503302697,"1",1,1,"2","2",12,19,2021,16.0070724659419
"49","education","before",105,"hd","True","False",11.2712487302749,6.45676965557216,5.51342874616498,"1",1,1,"1","3",2,24,2020,18.0095822430411
"50","education","after",515,"hd","False","False",12.5612054009072,9.48516514242541,6.71417052990947,"1",2,2,"3","3",2,11,2022,15.2653415322295
"51","news/politics","before",364,"hd","False","False",12.0666324014046,8.19973896063079,5.85220247977447,"1",1,2,"3","3",11,24,2019,18.1230693249606
"52","news/politics","during",426,"hd","False","False",11.814340309776,7.70300768247924,5.57594910314632,"1",1,1,"2","3",11,1,2020,17.6138921892033
"53","news/politics","after",233,"hd","False","False",12.1907559414183,8.73182058296211,4.77068462446567,"1",2,1,"3","2",12,7,2021,16.1171887398387
"54","news/politics","during",314,"hd","False","False",11.7866708716831,7.11882624906208,5.31320597904179,"1",1,1,"1","2",4,25,2021,17.2003630195647
"55","education","before",135,"hd","True","False",11.0009825506008,5.41164605185504,3.17805383034795,"1",1,1,"1","1",2,12,2019,18.4091925162418
"56","entertainment","after",802,"hd","False","False",11.4787169696404,7.47079377419506,4.95582705760126,"1",1,1,"2","2",1,30,2022,15.490509031575
"57","science/tech","after",101,"hd","False","False",9.84987578308748,4.98360662170834,0,"1",1,1,"1","1",9,8,2021,16.6930018285108
"58","education","during",667,"hd","True","False",12.4308548535129,8.55506684384432,6.28226674689601,"1",1,2,"3","3",10,5,2020,17.6643892698677
"59","news/politics","before",213,"hd","False","False",12.299061952373,7.7106533235012,5.78996017089725,"1",1,2,"2","3",12,22,2019,18.0900995072674
"60","science/tech","during",147,"hd","True","False",12.4455225231187,8.64646552712038,6.16120732169508,"1",2,2,"3","3",5,17,2021,17.1328967094279
"61","science/tech","after",483,"hd","True","False",11.2332909240977,7.69256964806791,4.58496747867057,"1",1,1,"2","2",10,25,2021,16.4319709899437
"62","education","during",159,"sd","True","False",11.7600823738431,7.86901937649902,3.29583686600433,"1",1,1,"2","1",9,29,2020,17.675674824961
"63","education","before",133,"hd","True","False",10.6788136190537,6.37161184723186,3.93182563272433,"1",1,1,"1","1",10,29,2019,18.1527576638578
"64","education","during",903,"hd","False","False",11.1235206964086,7.8407064517494,5.24174701505964,"1",1,1,"2","2",4,8,2021,17.2485837642351
"65","news/politics","before",382,"hd","False","False",11.1983653937102,7.09257371597468,3.91202300542815,"1",1,1,"1","1",11,15,2019,18.1333980983857
"66","news/politics","during",505,"hd","False","False",11.4580151105853,7.21376830811864,5.20948615284142,"1",1,1,"1","2",4,25,2021,17.2003914805781
"67","news/politics","during",291,"hd","False","False",12.3524647337452,9.00871366412422,7.11558212618445,"1",2,2,"3","3",10,11,2020,17.6538913289199
"68","news/politics","after",174,"hd","False","False",10.8931216786345,7.1929342212158,4.63472898822964,"1",1,1,"1","2",9,5,2021,16.7070150074564
"69","news/politics","after",395,"hd","False","False",12.3113241552471,8.02812905943176,6.82546003625531,"1",1,2,"2","3",2,20,2022,15.0688676356561
"70","news/politics","after",252,"hd","False","False",12.0326057700797,8.18535022317869,5.80814248998044,"1",1,2,"3","3",12,19,2021,16.0068444861104
"71","news/politics","during",353,"hd","False","False",11.9750418212946,7.8991534833431,5.18738580584075,"1",1,1,"2","2",5,23,2021,17.1148722415309
"72","entertainment","during",943,"hd","False","False",12.1403387435429,9.16534300604545,6.39692965521615,"1",2,2,"3","3",2,27,2021,17.3550767381141
"73","entertainment","before",740,"hd","False","False",11.4362927699226,9.13162178726478,6.79122146272619,"1",2,2,"3","3",11,14,2019,18.1346908522881
"74","news/politics","after",139,"hd","False","False",12.2286068328348,6.92067150424868,4.55387689160054,"1",1,1,"1","2",2,18,2022,15.1181683863505
"75","entertainment","after",92,"hd","False","False",11.0577237449522,6.31535800152233,4.30406509320417,"1",1,1,"1","1",8,15,2021,16.8024632535664
"76","education","after",262,"hd","True","False",10.6803322921176,6.53087762772588,3.58351893845611,"1",1,1,"1","1",9,14,2021,16.6633918005035
"77","news/politics","before",405,"hd","False","False",12.4940409270202,8.27384693278451,5.55295958492162,"1",1,1,"3","3",3,17,2019,18.3802805250556
"78","education","after",247,"hd","False","False",12.6128235932588,7.97933889526233,4.52178857704904,"1",1,1,"2","2",1,12,2022,15.7464229435691
"79","education","after",240,"sd","True","False",10.9714687976507,7.01391547481053,3.2188758248682,"1",1,1,"1","1",12,13,2021,16.0622405991377
"80","science/tech","after",429,"hd","False","False",12.2875097651747,8.21066803116298,6.39692965521615,"1",1,2,"3","3",2,22,2022,15.0089656445035
"81","news/politics","before",474,"hd","False","False",12.3365876183313,7.91315518592807,4.97673374242057,"1",1,1,"2","2",1,13,2019,18.4353602114241
"82","education","during",150,"hd","True","False",10.8401101833822,5.88332238848828,3.8286413964891,"1",1,1,"1","1",8,11,2020,17.7611042876841
"83","education","during",60,"hd","False","False",11.6223447327388,8.94624460933054,4.31748811353631,"1",2,1,"3","1",3,28,2021,17.2794009776571
"84","news/politics","after",314,"hd","False","False",11.238146455474,7.12367278520461,4.26267987704132,"1",1,1,"1","1",1,2,2022,15.8615323284453
"85","news/politics","during",514,"hd","False","False",12.0394393814005,7.81963630236759,5.41610040220442,"1",1,1,"2","3",8,9,2020,17.7646441672147
"86","education","before",5026,"hd","True","False",11.0988937681959,6.97914527506881,4.0943445622221,"1",1,1,"1","1",4,19,2019,18.349967711694
"87","education","after",314,"sd","True","False",11.2276139139444,6.96129604591017,3.46573590279973,"1",1,1,"1","1",10,5,2021,16.5510814988138
"88","news/politics","after",162,"hd","False","False",11.2340974130721,7.63482067774554,5.31811999384422,"1",1,1,"2","2",1,16,2022,15.6914720728145
"89","education","during",1312,"hd","False","False",11.1437874644971,8.30548401772769,6.1527326947041,"1",1,2,"3","3",12,2,2020,17.551836321298
"90","news/politics","before",618,"hd","False","False",12.6040934467491,8.65014941866486,6.41017488196617,"1",2,2,"3","3",12,8,2019,18.1066901096338
"91","news/politics","during",108,"hd","False","False",11.050223116386,7.35500192110526,3.87120101090789,"1",1,1,"1","1",3,15,2021,17.3142442155967
"92","education","during",139,"hd","False","False",11.5599235481308,5.7268477475872,2.77258872223978,"1",1,1,"1","1",9,29,2020,17.6758275101474
"93","education","after",251,"hd","True","False",11.3187458788229,6.04263283368238,4.89783979995091,"1",1,1,"1","2",2,21,2022,15.0508727210501
"94","education","after",610,"hd","False","False",11.2700255352903,7.94200680848986,4.33073334028633,"1",1,1,"2","1",12,24,2021,15.9610180084186
"95","entertainment","during",492,"hd","False","False",11.4492718854896,8.56293108309009,6.94697599213542,"1",1,2,"3","3",8,22,2020,17.742442648583
"96","news/politics","during",285,"hd","False","False",11.4486429110702,7.58222919427646,4.34380542185368,"1",1,1,"2","1",4,5,2021,17.2568430743125
"97","entertainment","during",498,"hd","False","False",11.1433823660381,7.08506429395255,4.00733318523247,"1",1,1,"1","1",11,24,2020,17.5684979248923
"98","science/tech","after",320,"hd","False","False",10.8163724912754,4.82028156560504,1.94591014905531,"1",1,1,"1","1",2,17,2022,15.1398880251437
"99","news/politics","during",412,"hd","False","False",12.554512272139,8.86333283343959,7.23993259132047,"1",2,2,"3","3",1,24,2021,17.4364312485744
"100","science/tech","before",183,"hd","True","False",12.4923862821005,4.62497281328427,1.79175946922805,"1",1,1,"1","1",3,28,2019,18.3705466616293
"101","entertainment","after",491,"hd","False","False",11.3634505035812,8.93102321585603,6.19847871649231,"1",2,2,"3","3",2,18,2022,15.1154681326889
"102","science/tech","before",173,"hd","True","False",10.547103044065,5.74939298590825,4.00733318523247,"1",1,1,"1","1",2,26,2020,18.0071635748362
"103","science/tech","after",1319,"hd","False","False",11.1290995319655,6.68085467879022,4.90527477843843,"1",1,1,"1","2",1,21,2022,15.6229658671565
"104","education","after",387,"hd","False","False",10.8666046167618,8.24485939591126,6.33150184989369,"1",1,2,"3","3",1,25,2022,15.5645660545283
"105","education","during",116,"hd","False","False",11.2749347378038,7.91315518592807,7.86018505747217,"1",1,3,"2","3",5,17,2021,17.13284770167
"106","science/tech","after",2272,"hd","True","False",11.5177637416105,3.87120101090789,1.79175946922805,"1",1,1,"1","1",1,14,2022,15.7186311531233
"107","science/tech","after",1215,"hd","False","False",10.4714965898296,7.81601383915903,4.62497281328427,"1",1,1,"2","2",1,7,2022,15.80053056238
"108","news/politics","before",158,"hd","False","False",11.7042150221039,7.79234892411304,5.03043792139244,"1",1,1,"2","2",10,6,2019,18.1786239724522
"109","education","during",1068,"hd","False","False",11.2500010436442,7.74022952476318,5.51745289646471,"1",1,1,"2","3",2,22,2021,17.3662992125657
"110","news/politics","after",459,"hd","False","False",11.4639872898477,7.45876269238096,4.35670882668959,"1",1,1,"2","1",11,14,2021,16.297974142564
"111","science/tech","during",134,"hd","False","False",11.2817875436636,8.55814317774519,4.7361984483945,"1",1,1,"3","2",7,30,2020,17.7811235802925
"112","news/politics","after",197,"hd","False","False",11.033243147973,7.11232744471091,4.00733318523247,"1",1,1,"1","1",1,9,2022,15.7799112694532
"113","news/politics","after",285,"hd","False","False",11.9369440545035,8.02975852044082,4.74493212836325,"1",1,1,"2","2",1,30,2022,15.4862429854333
"114","news/politics","after",229,"hd","False","False",12.3851012866233,8.05388708361822,5.01063529409626,"1",1,1,"2","2",1,6,2022,15.8226606688873
"115","science/tech","during",192,"hd","True","False",11.423678864456,8.27308133366583,5.40717177146012,"1",1,1,"3","3",4,23,2021,17.2070532494006
"116","entertainment","after",81,"hd","False","False",12.3453953610245,6.84374994900622,5.19295685089021,"1",1,1,"1","2",8,9,2021,16.8290822584873
"117","news/politics","after",136,"hd","False","False",11.9648033102319,6.60934924316738,4.34380542185368,"1",1,1,"1","1",11,28,2021,16.1914054046204
"118","entertainment","before",675,"hd","True","False",11.578544651978,8.49269555981584,6.74405918631135,"1",1,2,"3","3",9,30,2019,18.1853733369956
"119","education","during",342,"hd","False","False",12.5651342391534,8.8065738205036,5.28826703069454,"1",2,1,"3","2",4,23,2020,17.930450831601
"120","entertainment","during",738,"hd","False","False",12.1600287070288,9.37551576993517,5.97888576490112,"1",2,2,"3","3",10,13,2020,17.6503922044
"121","entertainment","after",79,"hd","False","False",11.7027852048025,8.4448375292241,4.39444915467244,"1",1,1,"3","1",2,28,2022,14.851530164455
"122","news/politics","before",474,"hd","False","False",11.7897614304812,7.64491934495886,5.05624580534831,"1",1,1,"2","2",5,12,2019,18.3285600602932
"123","news/politics","during",143,"hd","False","False",11.0087940515636,7.62657020629066,5.10594547390058,"1",1,1,"2","2",1,10,2021,17.4682445654419
"124","education","after",911,"hd","False","False",11.1794507313448,8.49576524400262,6.00635315960173,"1",1,2,"3","3",2,20,2022,15.0632293976333
"125","science/tech","before",121,"hd","False","False",12.3443987750105,6.79122146272619,3.85014760171006,"1",1,1,"1","1",3,22,2019,18.3757353431986
"126","education","before",535,"hd","False","False",10.9479603951036,7.82404601085629,5.54517744447956,"1",1,1,"2","3",10,18,2019,18.1649341682006
"127","news/politics","during",249,"hd","False","False",11.9112383904213,7.9035962896143,5.02388052084628,"1",1,1,"2","2",10,29,2020,17.6197762220859
"128","science/tech","before",126,"hd","True","False",11.0740638500435,5.53733426701854,2.94443897916644,"1",1,1,"1","1",3,14,2019,18.3831323748519
"129","entertainment","during",169,"hd","False","True",11.5792093370962,6.95177216439891,0,"1",1,1,"1","1",4,25,2020,17.9271835945175
"130","news/politics","during",377,"hd","False","False",11.4237663286504,7.88231491898027,5.29831736654804,"1",1,1,"2","2",1,31,2021,17.42012866846
"131","science/tech","before",294,"hd","False","False",11.0693378404699,6.49828214947643,3.71357206670431,"1",1,1,"1","1",1,11,2019,18.437209862297
"132","entertainment","after",469,"hd","False","False",12.5097117250561,8.0925452638913,4.58496747867057,"1",1,1,"3","2",1,26,2022,15.5575754541685
"133","news/politics","during",509,"hd","False","False",12.4648690141588,8.62443194208584,5.94542060860658,"1",2,2,"3","3",6,27,2021,16.9964950896088
"134","entertainment","after",73,"hd","False","False",12.3821832877974,8.53503310954457,4.85981240436167,"1",1,1,"3","2",12,9,2021,16.1003303788439
"135","news/politics","after",342,"hd","False","False",11.0155588608884,7.37211802833779,4.65396035015752,"1",1,1,"2","2",10,3,2021,16.5630967430295
"136","education","before",1499,"hd","False","False",11.5743967870583,7.92551897978693,4.92725368515721,"1",1,1,"2","2",5,19,2019,18.3218985326164
"137","education","after",406,"hd","False","False",11.4787273175903,8.55043452519604,5.14166355650266,"1",1,1,"3","2",2,27,2022,14.8816612921457
"138","education","during",466,"hd","False","False",10.3833796295322,6.58617165485467,4.66343909411207,"1",1,1,"1","2",2,11,2021,17.3946871654662
"139","news/politics","during",512,"hd","False","False",11.7689465771938,8.03883475778775,5.83188247728352,"1",1,2,"2","3",6,13,2021,17.0454780818791
"140","science/tech","before",238,"hd","False","False",10.1859183612052,6.20253551718792,0,"1",1,1,"1","1",12,17,2019,18.0962671191478
"141","news/politics","during",584,"hd","False","False",11.8015645793113,7.45124168498768,4.54329478227,"1",1,1,"2","2",1,31,2021,17.4201547508382
"142","education","before",396,"hd","False","False",10.024465479089,6.75460409948796,3.71357206670431,"1",1,1,"1","1",11,25,2019,18.1215897431444
"143","entertainment","during",31,"hd","False","False",11.1950590613411,7.94342776787637,6.65929391968364,"1",1,2,"2","3",5,6,2021,17.1674900690036
"144","science/tech","after",365,"hd","False","False",12.3588538165797,8.07153089355666,5.87773578177964,"1",1,2,"3","3",1,4,2022,15.8450251082814
"145","science/tech","after",81,"hd","True","False",11.1200902627621,7.69984240739699,4.60517018598809,"1",1,1,"2","2",1,13,2022,15.72869604874
"146","education","during",687,"hd","False","False",11.6846578202099,9.12847934549586,5.41164605185504,"1",2,1,"3","3",10,29,2020,17.619489227286
"147","news/politics","after",282,"hd","False","False",12.1887891425742,7.95296679092313,4.84418708645859,"1",1,1,"2","2",10,31,2021,16.3943748824247
"148","science/tech","before",236,"hd","False","False",11.6963713894259,7.02108396428914,5.11799381241676,"1",1,1,"1","2",1,16,2019,18.4330709671331
"149","entertainment","before",394,"hd","False","False",12.0789151819067,7.04490511712937,4.34380542185368,"1",1,1,"1","1",10,29,2019,18.153624463172
"150","news/politics","after",433,"hd","False","False",11.95756641343,7.80139132029149,4.82028156560504,"1",1,1,"2","2",9,12,2021,16.6728002558959
"151","news/politics","during",431,"hd","False","False",12.0502664293919,8.05642676752298,6.05678401322862,"1",1,2,"2","3",5,30,2021,17.0922256892569
"152","entertainment","before",643,"hd","False","False",11.1329087813157,6.93244789157251,3.95124371858143,"1",1,1,"1","1",10,31,2019,18.1509171720029
"153","education","during",235,"hd","True","True",11.1890495604019,5.95842469302978,0,"1",1,1,"1","1",11,13,2020,17.5904330203502
"154","science/tech","before",398,"hd","False","False",11.7596761619199,6.44094654063292,2.70805020110221,"1",1,1,"1","1",2,7,2020,18.0318743999066
"155","science/tech","during",106,"hd","True","False",12.4920895824129,9.13464652760698,6.62671774924902,"1",2,2,"3","3",11,25,2020,17.5663118157198
"156","entertainment","during",595,"hd","False","False",11.6151751469986,8.89439598980643,6.22257626807137,"1",2,2,"3","3",3,17,2021,17.3088854601978
"157","education","during",1161,"hd","False","False",12.2570746474962,8.64558640618464,4.52178857704904,"1",2,1,"3","2",1,24,2021,17.4367100016262
"158","science/tech","before",151,"hd","True","False",11.2929892646025,5.56068163101553,2.07944154167984,"1",1,1,"1","1",4,12,2019,18.3564339242658
"159","entertainment","before",379,"hd","False","True",11.1659320746075,4.57471097850338,0,"1",1,1,"1","1",8,30,2019,18.2188974175237
"160","entertainment","before",4262,"hd","False","False",11.0898206886824,8.29928590689727,5.91350300563827,"1",1,2,"3","3",2,7,2019,18.4138317228628
"161","entertainment","after",1215,"hd","True","False",12.3282947030234,8.67282848294769,5.62401750618734,"1",2,1,"3","3",2,23,2022,14.9899696870304
"162","entertainment","after",114,"hd","False","False",11.4983193125809,6.94505106372583,4.64439089914137,"1",1,1,"1","2",8,27,2021,16.7480314293686
"163","news/politics","after",176,"hd","False","False",12.2694980473803,8.77152528418647,6.40025744530882,"1",2,2,"3","3",10,3,2021,16.562858264143
"164","news/politics","before",163,"hd","False","False",11.8802524736873,7.72797554210556,4.63472898822964,"1",1,1,"2","2",10,13,2019,18.1708780624063
"165","news/politics","during",503,"hd","False","False",11.963625217523,7.99530662029082,5.0998664278242,"1",1,1,"2","2",5,2,2021,17.1796392744891
"166","entertainment","during",96,"hd","False","True",12.3015464483112,6.80461452006262,0,"1",1,1,"1","1",4,4,2021,17.2599971919614
"167","news/politics","after",301,"hd","False","False",11.0276376249921,6.97166860472579,4.57471097850338,"1",1,1,"1","2",2,6,2022,15.3659243171486
"168","entertainment","after",68,"hd","False","False",11.5992682851922,4.87519732320115,1.6094379124341,"1",1,1,"1","1",9,29,2021,16.584391226362
"169","education","during",657,"hd","False","False",11.6941881280007,9.16722408090255,4.7361984483945,"1",2,1,"3","2",4,9,2020,17.949402510744
"170","entertainment","before",602,"hd","False","False",11.6871308411619,9.78267493231938,5.73657229747919,"1",2,2,"3","3",7,8,2019,18.2728275797494
"171","education","after",2732,"hd","True","False",12.0284341062726,8.24800570160062,4.12713438504509,"1",1,1,"3","1",2,19,2022,15.0949413299327
"172","science/tech","during",120,"hd","True","False",12.1294831353679,9.06357899058078,6.67203294546107,"1",2,2,"3","3",12,9,2020,17.5370393250302
"173","entertainment","before",652,"hd","False","False",11.9956108398719,9.2135352628727,5.78689738136671,"1",2,2,"3","3",9,12,2019,18.2045785812719
"174","education","after",3618,"hd","False","False",10.473393076238,7.53208814354172,5.08140436498446,"1",1,1,"2","2",2,28,2022,14.8490021115967
"175","news/politics","before",475,"hd","False","False",12.5933500216965,8.02845516411425,6.44730586254121,"1",1,2,"2","3",2,9,2020,18.0292660597176
"176","entertainment","after",102,"hd","False","False",11.5033598601005,6.75227037614174,4.53259949315326,"1",1,1,"1","2",8,20,2021,16.7797366844309
"177","education","during",279,"sd","False","False",8.65608519028286,6.0137151560428,3.2188758248682,"1",1,1,"1","1",4,17,2021,17.222530488972
"178","entertainment","before",949,"hd","False","False",11.2040742319408,7.20414929203594,4.4188406077966,"1",1,1,"1","1",7,9,2019,18.2718375212902
"179","news/politics","after",369,"hd","False","False",11.8284439834729,7.91607809630279,5.52146091786225,"1",1,1,"2","3",12,12,2021,16.0723739641932
"180","science/tech","after",124,"hd","False","False",12.5044572411151,9.12619760386375,5.58724865840025,"1",2,1,"3","3",11,22,2021,16.2374480323251
"181","entertainment","before",601,"hd","False","False",12.2897977954523,8.63550941823428,4.81218435537242,"1",2,1,"3","2",8,2,2019,18.2480928450347
"182","news/politics","during",331,"hd","False","False",12.200708283031,7.84149292446001,6.26149168432104,"1",1,2,"2","3",10,18,2020,17.6407787716638
"183","news/politics","during",170,"hd","False","False",11.695280354542,7.64683139143048,5.37989735354046,"1",1,1,"2","2",2,21,2021,17.3694968068935
"184","news/politics","during",249,"hd","False","False",10.9916959074888,6.87316383421252,4.44265125649032,"1",1,1,"1","1",3,28,2021,17.2791886574383
"185","entertainment","during",1109,"hd","False","False",11.2502091385362,8.47135865507244,6.40191719672719,"1",1,2,"3","3",6,14,2021,17.0412109623237
"186","entertainment","before",855,"hd","False","False",11.3160464608413,7.71868549519847,4.67282883446191,"1",1,1,"2","2",10,18,2019,18.1653225793504
"187","education","before",678,"hd","False","False",12.2759997471549,9.33890947277089,6.97634807044775,"1",2,2,"3","3",10,16,2019,18.1680675726698
"188","news/politics","during",436,"hd","True","False",12.4689636942994,7.96206730875367,5.62040086571715,"1",1,1,"2","3",6,23,2021,17.0104200714215
"189","news/politics","after",398,"hd","False","False",11.5585009437615,7.56682847920833,5.17048399503815,"1",1,1,"2","2",11,28,2021,16.1914499177189
"190","entertainment","before",281,"hd","False","False",12.0964419143548,6.77878489768518,6.19644412779452,"1",1,2,"1","3",7,26,2019,18.2550565864559
"191","news/politics","before",327,"hd","False","False",11.2677024463256,7.45298232946546,4.89783979995091,"1",1,1,"2","2",2,23,2020,18.0112379001326
"192","news/politics","during",465,"hd","False","False",12.5590086081821,8.49290049884719,6.72262979485545,"1",1,2,"3","3",5,9,2021,17.1588362832542
"193","entertainment","during",868,"hd","False","False",11.1535468694572,8.18479265416508,5.87493073085203,"1",1,2,"3","3",3,4,2021,17.3414003835837
"194","news/politics","after",275,"hd","False","False",12.3605261366483,8.8446246833853,5.03043792139244,"1",2,1,"3","2",12,14,2021,16.0550385919137
"195","science/tech","after",225,"hd","True","False",11.2746302040553,5.65248918026865,3.29583686600433,"1",1,1,"1","1",2,7,2022,15.3456848924578
"196","education","during",1106,"hd","False","False",11.2484389501216,7.41336733569524,4.43081679884331,"1",1,1,"2","1",1,28,2021,17.4283929181956
"197","education","during",609,"hd","False","False",11.252144945716,6.2363695902037,3.76120011569356,"1",1,1,"1","1",3,16,2021,17.3104168077122
"198","entertainment","after",861,"hd","True","False",12.5256820722116,9.73713776525187,7.21670948670946,"1",2,2,"3","3",2,19,2022,15.0994313270142
"199","news/politics","after",252,"hd","False","False",11.5915795165994,7.62608275807238,4.93447393313069,"1",1,1,"2","2",11,29,2021,16.1866533344314
